sido_short,sigungu,registration,total_chargers,fast_chargers,slow_chargers,apt_charger_count,apt_charger_ratio,log_reg,expected_total,gap_pct_total,expected_fast,gap_pct_fast,expected_slow,gap_pct_slow,n_reported,ok_rate,broken_rate,busy_rate,n_kw_reported,avg_kw,log_pop,apt_ratio,old_housing_ratio,parking_ratio,subsidy_receipt_rate,budget_exec_rate,is_deficit
경남,창원시 성산구,5540.0,1116,101,1015,781,0.6998207885304659,8.61974977974133,2070.8170605007863,-46.108228424092786,179.18858779015417,-43.63480328430289,1933.1130366807445,-47.4940171246888,2432.0,95.68256578947368,1.4391447368421053,11.087236785560808,34.0,164.7058823529412,12.405497110223791,89.4,42.10642547474272,88.0,102.0,100.0,1.0
경남,창원시 의창구,4471.0,1139,109,1030,781,0.6856892010535558,8.405367376233981,1645.708822230799,-30.78970078947153,158.38112905985162,-31.178669676733193,1489.5888543991093,-30.853403141533608,1899.0,92.62769878883623,4.423380726698262,10.6878908470722,42.0,133.33333333333334,12.258669839471109,65.5,24.914340304791544,77.2,102.0,100.0,1.0
경남,창원시 진해구,1541.0,773,62,711,631,0.8163001293661061,7.340186835320115,525.4635768957806,47.1081981679037,85.77329586643457,-27.716430418453474,408.0058212780794,74.26221953716015,1606.0,95.26774595267746,2.926525529265255,9.803921568627452,24.0,162.5,12.14935413491861,73.0,19.95517309988062,82.9,102.0,100.0,0.0
경남,통영시,1211.0,496,77,419,242,0.4879032258064516,7.099201743553092,405.8551934381486,22.211076270381458,74.66088103339754,3.1329913794562847,304.3895130885092,37.65257408134319,951.0,82.86014721345951,2.2082018927444795,11.548223350253807,39.0,150.0,11.696945578399765,59.3,34.98514106583072,79.6,98.0,97.0,0.0
경남,하동군,736.0,245,45,200,18,0.07346938775510205,6.601230118728877,238.00160440148022,2.940482529989308,56.04978232395185,-19.714228790554877,166.15285463467012,20.37108868201607,359.0,74.93036211699165,14.206128133704734,9.293680297397769,25.0,114.0,10.56369823284981,12.5,42.69005847953216,78.4,75.0,64.0,0.0
경남,함안군,2575.0,176,58,118,59,0.3352272727272727,7.853604813097837,911.0110950242432,-80.68080608883074,115.27461534685351,-49.685366699787345,761.6293842749043,-84.50690028033256,401.0,92.01995012468828,3.2418952618453867,12.737127371273713,26.0,115.38461538461539,11.029633941397558,40.7,35.03820303151176,81.7,76.0,76.0,1.0
경남,함양군,650.0,156,57,99,11,0.07051282051282051,6.476972362889683,208.32506911150304,-25.11702952249918,52.17986308862784,9.23754227408593,142.85698942242115,-30.699925568736553,184.0,97.28260869565217,1.0869565217391304,11.1731843575419,12.0,108.33333333333333,10.465186882674928,18.9,34.57301640441914,77.7,42.0,40.0,0.0
경남,합천군,866.0,211,95,116,11,0.052132701421800945,6.763884908562435,283.32893609603406,-25.528255988480552,61.552572698931996,54.33960894643215,202.48236480001904,-42.711060237484396,259.0,89.1891891891892,1.1583011583011582,14.285714285714285,37.0,140.54054054054055,10.570034051298894,9.1,47.481538461538456,73.2,100.0,100.0,1.0
경북,경산시,3580.0,1536,220,1316,941,0.6126302083333334,8.183118079394745,1296.8879397552132,18.437372491097335,139.35719110761949,57.86770546351181,1136.8992282157908,15.753442991186084,2768.0,92.95520231213872,1.5895953757225432,11.659541391371938,37.0,108.10810810810811,12.606622359524613,74.7,18.54062189697621,86.3,97.0,75.0,0.0
경북,경주시,3665.0,1351,242,1109,617,0.4566987416728349,8.206583614320753,1329.918329280364,1.5851853648068293,141.25278063999815,71.32406095195378,1169.7995169427888,-5.197430505159151,2200.0,88.68181818181819,2.409090909090909,12.506406970784214,101.0,124.75247524752476,12.463551920920253,48.7,35.24531490654789,84.6,142.0,100.0,0.0
경북,고령군,752.0,187,74,113,60,0.32085561497326204,6.62273632394984,243.55126748584254,-23.219451111717092,56.748138017657496,30.40075425377744,170.55434003782642,-33.745456154948464,185.0,88.64864864864866,2.7027027027027026,7.926829268292683,23.0,156.52173913043478,10.339611181598086,29.8,36.27268817204301,83.7,40.0,40.0,0.0
경북,구미시,4678.0,2349,296,2053,1605,0.6832694763729247,8.450625947144124,1727.5058947580408,35.97638115897761,162.56253583682306,82.08377377744571,1573.846203255268,30.444766188314553,3604.0,91.87014428412874,2.3029966703662597,11.839323467230443,97.0,141.75257731958763,12.91746486843139,76.0,19.10706697459584,89.6,104.0,104.0,0.0
경북,김천시,2257.0,786,161,625,443,0.5636132315521628,7.721791776817535,790.9855578709269,-0.6302969531259639,106.84973955868105,50.67888856348597,648.8559593396678,-3.6766186695650793,1249.0,92.79423538831065,2.6421136909527623,11.561691113028473,50.0,138.0,11.821784220271333,52.4,32.58277395295468,86.9,95.0,93.0,0.0
경북,문경시,850.0,216,75,141,60,0.2777777777777778,6.745236349484363,277.72218417986244,-22.22443423528926,60.8952034875339,23.162409688562,197.94340308925277,-28.767517482548765,378.0,89.15343915343915,8.465608465608465,14.243323442136498,32.0,128.125,11.08988175458777,25.9,41.81512641051279,74.0,59.0,59.0,0.0
경북,봉화군,353.0,68,46,22,0,0.0,5.8664680569332965,108.28533406997995,-37.2029457321943,36.715094242084106,25.289069658095052,68.00862157617813,-67.65116026450079,135.0,86.66666666666667,5.185185185185185,5.128205128205128,32.0,185.9375,10.238959288823757,10.7,47.3574074074074,84.3,320.0,282.0,1.0
경북,상주시,1501.0,401,153,248,109,0.2718204488778055,7.313886831633462,510.8586313209017,-21.504702981497193,84.484241579672,81.09886191700603,395.16669487236874,-37.24167466084174,608.0,85.19736842105263,4.276315789473684,10.038610038610038,36.0,134.72222222222223,11.434509766332706,28.7,44.01342756183745,84.3,57.0,57.0,0.0
경북,성주군,1372.0,242,77,165,54,0.2231404958677686,7.22402480828583,463.9515100412495,-47.839376580866386,80.22421249078222,-4.019001733613381,354.27007933111315,-53.425363973290764,232.0,91.37931034482759,1.7241379310344827,10.849056603773585,53.0,129.24528301886792,10.622984508418856,9.4,38.92324037184595,84.3,89.0,89.0,1.0
경북,안동시,2075.0,846,142,704,438,0.5177304964539007,7.637716432664798,722.826291752217,17.040568343079386,101.80056676589867,39.48841790492605,585.811268442419,20.17522330559234,1278.0,92.87949921752738,2.503912363067293,13.142375737152484,57.0,176.31578947368422,11.942705878725093,52.2,36.81400384686977,82.7,92.0,88.0,0.0
경북,영덕군,450.0,176,88,88,10,0.056818181818181816,6.1092475827643655,140.46767928989692,25.29572702398788,42.22331607456692,108.41565320116229,91.35831512871682,-3.675981900481873,236.0,90.2542372881356,2.9661016949152543,13.145539906103288,23.0,156.52173913043478,10.393753262336757,9.5,49.09652777777778,66.7,59.0,58.0,0.0
경북,영양군,197.0,30,21,9,0,0.0,5.2832037287379885,57.95316506318899,-48.23406112972497,26.242051958986877,-19.97577006241572,33.466382401565156,-73.10734129548734,72.0,93.05555555555556,1.3888888888888888,13.432835820895523,16.0,134.375,9.61973109808682,5.4,46.2217616580311,76.8,70.0,68.0,1.0
경북,영주시,1222.0,327,81,246,145,0.4434250764525994,7.108244139731541,409.80766635505194,-20.206470779711683,75.05060311615517,7.927180644553911,307.7541666217033,-20.066070038821792,596.0,93.79194630872483,1.8456375838926176,11.627906976744185,45.0,107.77777777777777,11.504399219625775,41.5,43.61471475167702,81.7,98.0,93.0,0.0
경북,영천시,1637.0,500,96,404,251,0.502,7.400620577371135,560.6253825092123,-10.813884708157339,88.81037879499846,8.095474090474708,439.1111944315653,-7.995968874584758,808.0,87.74752475247524,2.722772277227723,10.578279266572638,45.0,95.55555555555556,11.508144052213199,43.1,38.55876523522041,88.3,70.0,57.0,0.0
경북,예천군,867.0,258,34,224,144,0.5581395348837209,6.7650389767805414,283.67960649793804,-9.052327312123754,61.593486453217075,-44.799357922652305,202.76665455272996,10.47181327428186,494.0,87.65182186234817,0.8097165991902834,13.856812933025402,21.0,142.85714285714286,10.889472243411273,37.7,32.65647874516936,87.6,140.0,140.0,0.0
경북,울릉군,637.0,58,51,7,3,0.05172413793103448,6.456769655572163,203.86269697510184,-71.54947871258484,51.57641984496984,-1.1176034449511318,139.39100640283982,-94.97815520481285,36.0,66.66666666666666,11.11111111111111,29.166666666666668,,,9.049584593096789,6.3,63.91,44.3,96.0,96.0,1.0
경북,울진군,605.0,189,86,103,46,0.24338624338624337,6.405228458030842,192.90649301845386,-2.0250707777265675,50.06833780246896,71.76523882076864,130.9247460915158,-21.328852585283254,289.0,95.15570934256056,0.0,15.636363636363637,44.0,138.63636363636363,10.720488195263071,24.2,45.03510527412966,80.2,117.0,102.0,0.0
경북,의성군,668.0,129,52,77,18,0.13953488372093023,6.504288173536645,214.51429840647432,-39.86414847015782,53.007012655204846,-1.89977251077168,147.68073662962024,-47.860498425658484,183.0,95.62841530054644,0.0,10.857142857142858,28.0,100.0,10.759900883354868,8.4,52.64356120826709,80.7,56.0,55.0,1.0
경북,청도군,721.0,182,40,142,25,0.13736263736263737,6.580639137284949,232.8066519787242,-21.823539639824098,55.38920075859113,-27.78375666705064,162.0451600875593,-12.370107244627437,195.0,92.3076923076923,1.0256410256410255,13.333333333333334,16.0,93.75,10.583524163945977,11.1,36.19959183673469,82.2,103.0,101.0,0.0
경북,청송군,417.0,114,69,45,2,0.017543859649122806,6.0330862217988015,129.45699504853604,-11.93986855846677,40.411779962703235,70.74229361755744,83.27909074323156,-45.96482790770943,197.0,65.98984771573603,11.6751269035533,14.615384615384617,45.0,133.33333333333334,10.046678392127044,9.9,47.99327731092437,80.1,81.0,81.0,0.0
경북,칠곡군,1561.0,556,99,457,285,0.512589928057554,7.353081920515432,532.7763064364701,4.358995188593129,86.41249603695132,14.566763535757676,414.45251520571605,10.26594923019475,835.0,88.38323353293414,5.269461077844311,9.620596205962059,43.0,111.62790697674419,11.60862647748041,58.2,23.524748258883022,89.0,74.0,74.0,0.0
경북,포항시 남구,2713.0,1349,199,1150,778,0.5767234988880652,7.905810312658931,963.4380602284645,40.01938014366024,118.79216872341819,67.51946036386317,811.5353579763762,41.70670306560771,2045.0,89.92665036674816,3.8630806845965773,8.700380641653073,70.0,155.0,12.312880113846912,59.6,36.9415170392085,82.2,173.0,114.0,0.0
경북,포항시 북구,3696.0,1634,205,1429,1161,0.7105263157894737,8.215006432761575,1341.978466586615,21.76052303999747,141.93946204967622,44.42777014911734,1181.839674135968,20.913185711482285,2755.0,92.66787658802178,4.537205081669692,9.831570701135918,38.0,159.21052631578948,12.5081419732901,74.2,29.21137836633348,88.9,173.0,114.0,0.0
광주,광산구,4605.0,2355,240,2115,1693,0.7188959660297239,8.434897948689407,1698.629314827756,38.64119613635664,161.097067845509,48.978502967017604,1544.038528105328,36.978447202045686,,,,,44.0,107.95454545454545,12.929862991653502,85.3,13.598622368301225,91.3,86.0,86.0,0.0
광주,남구,2146.0,1007,57,950,800,0.7944389275074478,7.671360923190644,749.3668325951387,34.380113476953554,103.79181193937657,-45.082373132388376,610.2693097893202,55.66897839381157,,,,,16.0,140.625,12.248686633470703,79.1,36.08280544445878,84.0,86.0,86.0,0.0
광주,동구,1174.0,554,42,512,397,0.7166064981949458,7.068172000388042,392.57954744433937,41.117896641965814,73.33884018067059,-42.73157320659449,293.1206576578506,74.67209718041761,,,,,14.0,103.57142857142857,11.619885700393809,70.0,31.063379536556972,79.6,86.0,86.0,0.0
광주,북구,4605.0,2098,212,1886,1584,0.7550047664442326,8.434897948689407,1698.629314827756,23.511350103641714,161.097067845509,31.59767762086556,1544.038528105328,22.147211074731988,,,,,39.0,143.5897435897436,12.978696219591898,83.3,28.820524212453392,86.6,86.0,86.0,0.0
광주,서구,3321.0,1626,174,1452,1163,0.7152521525215252,8.108021221376747,1196.5946621714422,35.885613683862026,133.46002667477327,30.37611660607409,1037.7002162941144,39.9248046016077,,,,,33.0,145.45454545454547,12.537672316173264,85.2,23.509392341842396,87.1,86.0,86.0,0.0
대구,군위군,414.0,128,46,82,15,0.1171875,6.025865973825314,128.45905054439842,-0.3573516559969958,40.24412939478453,14.30238569395268,82.55127539864948,-0.6677975548982196,205.0,92.6829268292683,0.975609756097561,10.526315789473683,29.0,120.6896551724138,,,,,,,
대구,남구,1208.0,309,41,268,173,0.5598705501618123,7.0967213784947605,404.77769251603473,-23.66180110388386,74.55433286565805,-45.00654968789102,303.4730215167795,-11.689019781555166,616.0,87.17532467532467,1.948051948051948,11.359404096834265,5.0,80.0,11.82128478212885,45.9,47.81915557830092,69.3,107.0,106.0,0.0
대구,달서구,7338.0,3219,291,2928,2619,0.8136067101584343,8.900821604915228,2798.8037428286957,15.013423440209506,210.66536151829365,38.13376717592478,2720.565233019382,7.624693738749255,5145.0,92.71137026239067,2.6433430515063168,10.461215932914046,35.0,121.42857142857143,13.186274826973614,85.0,23.95044916357173,86.1,107.0,106.0,0.0
대구,달성군,4358.0,2436,238,2198,1882,0.7725779967159278,8.379768515504566,1601.170118297912,52.13873729979017,156.06386879276693,52.50166604291599,1443.944771969141,52.22188844539646,3515.0,89.92887624466573,4.295874822190612,8.509965200885796,64.0,137.5,12.480354079156102,84.8,10.994609804137458,92.5,107.0,106.0,0.0
대구,동구,5143.0,2234,274,1960,1585,0.7094897045658013,8.545391845774915,1912.1866920957161,16.829596672466284,171.67890711845948,59.600270411168424,1766.0269493344017,10.983583842744004,3776.0,91.18114406779661,3.3103813559322037,9.875108916642462,40.0,112.5,12.725018213141341,73.3,23.55744892718258,83.9,107.0,106.0,0.0
대구,북구,5431.0,2925,232,2693,2341,0.8003418803418804,8.599878558034845,2027.1797622561814,44.28912790371267,177.15013713866742,30.962359808052465,1886.9723197655987,42.71539501620918,4375.0,91.08571428571427,3.565714285714286,11.493099121706399,28.0,183.92857142857142,12.954259469141885,81.8,21.256988970679767,85.1,107.0,106.0,0.0
대구,서구,1803.0,411,52,359,158,0.3844282238442822,7.497207223203318,621.7717908467981,-33.898577251268605,93.88916571217308,-44.61554791166069,493.8224993067383,-27.301813808810106,791.0,91.1504424778761,2.1491782553729455,8.183079056865465,4.0,150.0,12.008298307128998,45.6,43.576257702207315,61.7,107.0,106.0,1.0
대구,수성구,7768.0,2491,162,2329,2085,0.83701324769169,8.957768009971161,2974.9476754086295,-16.2674348664689,217.68712257797335,-25.58126632319594,2915.587161752693,-20.119006197025126,4170.0,92.6378896882494,2.877697841726619,11.752523945120373,21.0,111.9047619047619,12.895926910389326,80.7,29.88987991755534,87.1,107.0,106.0,0.0
대구,중구,2313.0,473,40,433,378,0.7991543340380549,7.746300662231439,812.0386923813718,-41.75154405353669,108.36823060226882,-63.08881322718344,668.4803379238917,-35.22621752125518,1059.0,95.08970727101038,0.9442870632672332,14.597815292949354,1.0,50.0,11.452410837104237,80.5,23.074547351166085,81.2,107.0,106.0,1.0
대전,대덕구,2379.0,777,74,703,438,0.5637065637065637,7.774435510302958,836.8982734052646,-7.157174928984366,110.13799823563087,-32.811562598329324,691.7408675919733,1.6276517602929808,1232.0,89.20454545454545,0.6493506493506493,13.375796178343949,23.0,145.65217391304347,12.046320473262568,68.2,45.53205134299977,79.5,139.0,134.0,0.0
대전,동구,2526.0,948,91,857,679,0.7162447257383966,7.8343923029104365,892.4436520806306,6.2251939144668755,114.00648095461516,-20.17997640307292,744.0459570589376,15.181057281400578,1597.0,94.80275516593612,0.7514088916718847,12.285336856010568,15.0,113.33333333333333,12.345290961906622,67.6,38.14584065502672,80.0,139.0,134.0,0.0
대전,서구,8236.0,2256,204,2052,1655,0.7335992907801419,9.01627006814768,3167.4540852738673,-28.775605288531292,225.1444989153216,-9.391523673547187,3130.5041022560767,-34.45145149239145,3931.0,93.8946832866955,2.0605443907402696,13.112977512869142,53.0,109.43396226415095,13.04380922794475,81.4,33.676261921567985,88.3,139.0,134.0,1.0
대전,유성구,6223.0,3259,366,2893,2036,0.6247315127339674,8.736007384569218,2345.6123962627476,38.94026162176447,191.59354888922607,91.02939640812791,2226.586636967551,29.929819570823234,5741.0,90.92492597108517,2.9263194565406723,13.295019157088122,52.0,159.6153846153846,12.85846032961682,87.4,8.217558647963683,89.8,139.0,134.0,0.0
대전,중구,2556.0,919,105,814,684,0.7442872687704026,7.846198815497425,903.8084366800723,1.6808388485208603,114.7841153856036,-8.523928030228767,754.8026749135735,7.842755074126462,1630.0,93.43558282208589,2.208588957055215,12.147078135259356,19.0,134.21052631578948,12.303639368334306,67.0,40.321261357958434,80.4,139.0,134.0,0.0
부산,강서구,3505.0,1196,107,1089,922,0.7709030100334449,8.16194579946869,1267.7901543003236,-5.662621219829845,137.66869543604156,-22.27717444325583,1108.009059592266,-1.7156050690832036,2337.0,89.38810440735986,5.99058622165169,11.393011010052657,19.0,134.21052631578948,11.88973043358516,79.0,8.108260105448155,90.9,100.0,96.0,0.0
부산,금정구,2232.0,882,60,822,697,0.7902494331065759,7.710653323501202,781.5988827092975,12.84560655238871,106.16668743589807,-43.48509739815783,640.1287809787821,28.411660969708265,1536.0,96.94010416666666,0.4557291666666667,10.543989254533244,5.0,90.0,12.280897146629993,58.2,31.538035101353547,83.2,100.0,96.0,0.0
부산,기장군,2679.0,1405,151,1254,811,0.5772241992882562,7.893198869544609,950.5031076650101,47.816455166727366,117.9327117650003,28.03911462740849,799.1876891219035,56.90932393838739,2710.0,87.15867158671587,6.4575645756457565,15.071972904318374,26.0,146.15384615384616,12.062363924861998,80.0,10.549587906722394,93.0,100.0,96.0,0.0
부산,남구,2282.0,1289,111,1178,1045,0.8107059736229635,7.732807530422021,800.3796999477815,61.04856233661311,107.52958942057256,3.2274005677208395,657.6040173707448,79.13515867952275,2454.0,92.54278728606357,2.1597392013039935,12.857771906649054,7.0,128.57142857142858,12.468783003946399,67.0,23.928141380859667,88.3,100.0,96.0,0.0
부산,동구,3604.0,311,20,291,219,0.7041800643086816,8.189799618728228,1306.2085214728934,-76.19063151958973,139.89433283899817,-85.70349520661595,1146.1718253713345,-74.6111365191059,484.0,96.07438016528926,2.479338842975207,13.763440860215054,2.0,100.0,11.358199619767072,47.7,41.86992951190318,68.6,100.0,96.0,1.0
부산,동래구,2564.0,1271,65,1206,1154,0.9079464988198269,7.849323818040561,906.840668121329,40.15692554162658,114.99082956976632,-43.473753304333094,757.6757492578662,59.17099117680114,2145.0,96.73659673659674,1.1655011655011656,10.650602409638555,3.0,66.66666666666667,12.487820897640292,73.5,27.501445270988313,87.4,100.0,96.0,0.0
부산,부산진구,4406.0,1451,69,1382,1162,0.8008270158511371,8.39072252736229,1620.0792088853837,-10.436477917750109,157.05126892376725,-56.06530245006003,1463.3025986919295,-5.556102938968821,2978.0,93.85493619879114,3.727333781061115,10.554561717352415,9.0,100.0,12.78513805728691,74.0,26.951721717427763,86.3,100.0,96.0,0.0
부산,북구,2011.0,1010,69,941,842,0.8336633663366336,7.606387389772652,698.9581739261109,44.50077811190607,99.98072512149126,-30.986697769840266,563.9186214011943,66.86804873757394,2502.0,97.84172661870504,1.079136690647482,10.294117647058822,6.0,100.0,12.488857747369249,82.9,21.588012713088705,92.2,100.0,96.0,0.0
부산,사상구,1874.0,929,91,838,646,0.6953713670613563,7.535830462798367,648.0507278813437,43.35297531987299,96.00046302805394,-5.20879053113803,517.5632006949936,61.91259325908756,1629.0,96.9306322897483,0.8594229588704727,11.336288790373654,7.0,114.28571428571429,12.231447951861401,76.7,44.6571856594987,85.0,100.0,96.0,0.0
부산,사하구,2041.0,1193,88,1105,1031,0.8642078792958927,7.621195162809845,710.1396687414039,67.99512159549967,100.83678876616604,-12.730263352528725,574.1623724262739,92.45426957021448,2262.0,93.8107869142352,3.669319186560566,8.058435438265787,6.0,91.66666666666667,12.588050747345884,73.1,41.95268111635354,88.2,100.0,96.0,0.0
부산,서구,592.0,332,37,295,195,0.5873493975903614,6.3835066348840055,188.4672842509876,76.15789462847331,49.446046370519795,-25.170963674742353,127.51254948686385,131.34977787452243,573.0,95.46247818499127,2.7923211169284468,10.054844606946983,5.0,100.0,11.54648595849219,53.2,37.620657101462825,75.9,100.0,96.0,0.0
부산,수영구,3871.0,784,38,746,672,0.8571428571428571,8.261268150577648,1410.1945224278,-44.40483298359005,145.77096380051387,-73.93170833939013,1250.213225588796,-40.330178506257084,1496.0,96.79144385026738,1.9385026737967916,10.220994475138122,5.0,140.0,12.030450596831681,58.5,32.14389012166195,86.9,100.0,96.0,1.0
부산,연제구,6246.0,993,76,917,849,0.8549848942598187,8.739696537843024,2354.9052672042285,-57.832698672465014,192.00094440942135,-60.416861368172135,2236.595353527584,-59.000183088384894,2097.0,96.75727229375298,1.0968049594659035,10.892065056678167,7.0,92.85714285714286,12.244672973976959,73.4,27.08959952701411,90.1,100.0,96.0,1.0
부산,영도구,857.0,346,37,309,262,0.7572254335260116,6.75343791859778,280.17421425994866,23.494591004358977,61.183442788443905,-39.526122895803404,199.92695127380438,54.556450759266404,705.0,84.39716312056737,10.921985815602838,13.781512605042018,11.0,222.72727272727272,11.578947260512226,63.8,48.06027689030884,78.7,100.0,96.0,0.0
부산,중구,2772.0,71,24,47,22,0.30985915492957744,7.927324360309794,985.91155975969,-92.79854269917416,120.27281010178989,-80.04536521622119,833.0413423074592,-94.35802311205663,144.0,91.66666666666666,7.638888888888889,18.181818181818183,2.0,50.0,10.58655914439847,34.1,42.6673076923077,65.6,100.0,96.0,1.0
부산,해운대구,4932.0,2692,127,2565,2085,0.774517087667162,8.503499864284235,1828.2298671023054,47.246254338178304,167.58754318512766,-24.218711256058047,1678.3361959901154,52.82992800419271,4955.0,96.02421796165488,1.6347124117053482,11.958806221101304,6.0,83.33333333333333,12.8103175716088,81.9,21.23415226781858,91.2,100.0,96.0,0.0
서울,강남구,14117.0,3610,253,3357,2863,0.7930747922437673,9.5551350238842,5643.3397908404,-36.03078790578367,307.0478145637153,-17.602409787710727,6027.361620755024,-44.30398885574943,5608.0,94.97146932952924,1.2838801711840229,15.152084115659031,32.0,123.4375,13.177218919447066,77.8,31.896729827338845,92.8,100.0,95.0,1.0
서울,강동구,4147.0,1697,127,1570,1456,0.8579846788450206,8.330140460246382,1518.2282518018612,11.775024472504004,151.6675727553938,-16.26423651888801,1359.401300187678,15.492018418935372,2852.0,97.30014025245441,1.2272089761570828,12.288288288288287,6.0,108.33333333333333,13.025903136533222,65.3,16.307010652191657,91.3,100.0,95.0,0.0
서울,강북구,1468.0,835,118,717,592,0.7089820359281437,7.291656209174461,498.8305360818066,67.39151667793301,83.40976184717154,41.47025166695333,384.62976064474606,86.41303231401265,1174.0,96.33730834752981,1.1073253833049403,10.610079575596817,11.0,95.45454545454545,12.544222046353472,37.2,33.91605331867528,76.8,100.0,95.0,0.0
서울,강서구,4390.0,2600,205,2395,1930,0.7423076923076923,8.387084506069217,1613.77452751247,61.11296563886983,156.72264493567135,30.80432638445112,1456.8449094524024,64.39635986374353,4596.0,94.12532637075718,2.154046997389034,14.401294498381878,16.0,96.875,13.206656730578258,59.4,19.660011117673623,92.7,100.0,95.0,0.0
서울,관악구,2253.0,963,174,789,610,0.6334371754932503,7.720017940432244,789.4831860718041,21.97853190408725,106.74066772505904,63.0119088707469,647.4582029712268,21.861148160488032,1545.0,94.62783171521035,2.3300970873786406,12.175102599179207,7.0,50.0,13.103166286733835,44.3,26.032387172984052,78.7,100.0,95.0,0.0
서울,광진구,1751.0,851,78,773,558,0.6556991774383079,7.467942332285852,602.5721621294667,41.22789824750597,92.32040758563966,-15.511638174209253,476.56202261459424,62.20344117205106,1398.0,94.9928469241774,2.074391988555079,15.135542168674698,4.0,137.5,12.75167643663204,36.9,23.980712625871416,85.3,100.0,95.0,0.0
서울,구로구,5690.0,2143,111,2032,1469,0.6854876341577228,8.646465527120377,2130.9690058066253,0.5645785631133826,181.9661863250599,-38.99965579225124,1996.9297232460367,1.7562098628566725,3345.0,92.67563527653215,3.8266068759342304,11.838709677419356,3.0,100.0,12.945225163846526,63.3,22.08153596332028,90.1,100.0,95.0,0.0
서울,금천구,1696.0,1408,187,1221,953,0.6768465909090909,7.4360278163518485,582.3093862959246,141.79586198263112,90.63947896001349,106.3118655861834,458.425770339493,166.34628308434168,2166.0,90.25854108956602,5.678670360110803,20.30690537084399,7.0,107.14285714285714,12.403537298033621,45.8,24.46991979842055,84.7,100.0,95.0,0.0
서울,노원구,2842.0,2009,141,1868,1733,0.8626182180189149,7.952263308657046,1012.6195541994672,98.39632680096008,122.01227110190305,15.562146927204257,858.6851698521956,117.5418960969754,3627.0,94.8993658671078,1.7094017094017095,9.848925043579314,15.0,100.0,13.09488117753083,86.8,51.02566886005676,94.1,100.0,95.0,0.0
서울,도봉구,1991.0,1049,156,893,868,0.8274547187797903,7.596392304064196,691.5104828148768,51.69690497386519,99.40700365558544,56.93059267784775,557.1077164709145,60.29216138969451,1734.0,91.86851211072664,3.690888119953864,12.052730696798493,11.0,122.72727272727273,12.60147731672372,60.5,41.5111356481699,90.8,100.0,95.0,0.0
서울,동대문구,2047.0,1287,74,1213,1083,0.8414918414918415,7.624130585661289,712.3773894385175,80.6626682823818,101.00735932771491,-26.73801147507525,576.2150388499473,110.51168716821334,2003.0,91.76235646530205,2.596105841238143,10.55495103373232,9.0,161.11111111111111,12.782093137490874,65.1,20.28748299705282,86.9,100.0,95.0,0.0
서울,동작구,2096.0,1530,64,1466,1353,0.884313725490196,7.647786045440933,730.6696211212752,109.39696352122641,102.39249613220316,-37.495419666918785,593.0268165729715,147.20635880715017,2087.0,94.29803545759464,1.3416387158600862,10.619918699186993,4.0,87.5,12.851005995808402,57.1,24.928473408370927,87.5,100.0,95.0,0.0
서울,마포구,2988.0,2227,123,2104,1791,0.8042209250112259,8.002359546252707,1068.4756827823394,108.42776638592579,125.58281495902342,-2.0566627367495927,912.6075505102962,130.54816923479558,3405.0,93.48017621145375,2.290748898678414,14.074772227458373,32.0,181.25,12.790874304175118,60.2,19.553912524059204,87.0,100.0,95.0,0.0
서울,서대문구,2062.0,1236,92,1144,968,0.7831715210355987,7.631431664576906,717.9737485601,72.15114096842737,101.43286029526631,-9.299609877713888,581.352378843205,96.78254388093683,2229.0,94.75100942126514,1.8393898609241812,11.032196969696969,7.0,78.57142857142857,12.664588669171163,56.4,23.0419097056212,84.8,100.0,95.0,0.0
서울,서초구,7212.0,3052,244,2808,2371,0.776867627785059,8.883501584323207,2747.327815010414,11.089764509534206,208.57498161357822,16.98430852653885,2663.878552188903,5.410210900668599,4672.0,93.8570205479452,2.675513698630137,15.621436716077536,15.0,113.33333333333333,12.864250463127524,71.5,20.157769875924085,91.5,100.0,95.0,0.0
서울,성동구,3262.0,2462,135,2327,2006,0.8147847278635256,8.09009578318096,1173.824835912008,109.74168586977795,132.08968423555666,2.203287699025269,1015.3307349977448,129.18640397556453,3800.0,95.23684210526315,2.4473684210526314,10.804089527493783,19.0,226.31578947368422,12.523391187110262,74.8,19.263678312458797,88.3,100.0,95.0,0.0
서울,성북구,2574.0,2291,114,2177,2028,0.885202968136185,7.853216388156072,910.6319123743116,151.5835398329741,115.24883791939912,-1.083601311687421,761.2698120958651,185.9695689241195,3054.0,96.98755730189916,1.2770137524557956,9.723160027008777,2.0,100.0,12.969701588628489,59.1,17.66544686500513,85.5,100.0,95.0,0.0
서울,송파구,5642.0,3159,246,2913,2442,0.7730294396961064,8.637993891561942,2111.7078511152904,49.59455676274474,181.08077197768398,35.850978164769764,1976.468418054578,47.3840904003537,5352.0,95.2727952167414,1.7563527653213753,16.473818395763875,20.0,90.0,13.351326760595763,61.9,24.80486739793986,91.8,100.0,95.0,0.0
서울,양천구,2923.0,1355,117,1238,994,0.7335793357933579,7.980365765111246,1043.5834447717707,29.841078524998576,124.00254764841137,-5.647099822711644,888.529101301335,39.33139592015971,2129.0,88.86801315171442,0.9394081728511038,13.477801268498943,14.0,142.85714285714286,12.941793086249145,63.7,35.17727703044847,90.0,100.0,95.0,0.0
